
PKEY                         ,TOTAL_AWR_,    CON_ID,      DBID,INSTANCE_NUMBER,HH,STAT_NAME                                                       ,      HH24_TOTAL_SECS,            AVG_VALUE,           MODE_VALUE,         MEDIAN_VALUE,               PERC50,               PERC75,               PERC90,               PERC95,              PERC100,            MIN_VALUE,            MAX_VALUE,            SUM_VALUE,                COUNT
ol79-orcl-db01_ORCLCDB_132841,    738024,         0,2832984852,              1,04,TCP_SEND_SIZE_DEFAULT                                           ,                32384,                16384,                16384,                16384,                16384,                16384,                16384,                16384,                16384,                16384,                16384,               147456,                    9
ol79-orcl-db01_ORCLCDB_132841,    738024,         0,2832984852,              1,04,RSRC_MGR_CPU_WAIT_TIME                                          ,                32384,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    9
ol79-orcl-db01_ORCLCDB_132841,    738024,         0,2832984852,              1,04,GLOBAL_RECEIVE_SIZE_MAX                                         ,                32384,              4194304,              4194304,              4194304,              4194304,              4194304,              4194304,              4194304,              4194304,              4194304,              4194304,             37748736,                    9
ol79-orcl-db01_ORCLCDB_132841,    738024,         0,2832984852,              1,04,TCP_RECEIVE_SIZE_DEFAULT                                        ,                32384,               131072,               131072,               131072,               131072,               131072,               131072,               131072,               131072,               131072,               131072,              1179648,                    9
ol79-orcl-db01_ORCLCDB_132841,    738024,         0,2832984852,              1,05,LOAD                                                            ,                32385,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    1,                    0,                    1,                    1,                    9
ol79-orcl-db01_ORCLCDB_132841,    738024,         0,2832984852,              1,05,NUM_CPUS                                                        ,                32385,                   32,                   32,                   32,                   32,                   32,                   32,                   32,                   32,                   32,                   32,                  288,                    9
ol79-orcl-db01_ORCLCDB_132841,    738024,         0,2832984852,              1,05,SYS_TIME                                                        ,                32385,              1459156,               909035,              1452941,              1452941,              1728494,              1912013,              1973410,              2034806,               909035,              2034806,             13132408,                    9
ol79-orcl-db01_ORCLCDB_132841,    738024,         0,2832984852,              1,05,BUSY_TIME                                                       ,                32385,              2982373,              1861775,              2972394,              2972394,              3537475,              3908279,              4031966,              4155654,              1861775,              4155654,             26841358,                    9
ol79-orcl-db01_ORCLCDB_132841,    738024,         0,2832984852,              1,05,IDLE_TIME                                                       ,                32385,           2872203001,           1767848355,           2872307458,           2872307458,           3424378455,           3755614839,           3866028852,           3976442865,           1767848355,           3976442865,          25849827005,                    9
ol79-orcl-db01_ORCLCDB_132841,    738024,         0,2832984852,              1,05,NICE_TIME                                                       ,                32385,                   52,                   36,                   53,                   53,                   60,                   65,                   66,                   68,                   36,                   68,                  468,                    9
ol79-orcl-db01_ORCLCDB_132841,    738024,         0,2832984852,              1,05,USER_TIME                                                       ,                32385,               817877,               511417,               817687,               817687,               974498,              1072806,              1106005,              1139203,               511417,              1139203,              7360896,                    9
ol79-orcl-db01_ORCLCDB_132841,    738024,         0,2832984852,              1,05,IOWAIT_TIME                                                     ,                32385,               162899,                99347,               165414,               165414,               194994,               210511,               215497,               220483,                99347,               220483,              1466095,                    9
ol79-orcl-db01_ORCLCDB_132841,    738024,         0,2832984852,              1,05,VM_IN_BYTES                                                     ,                32385,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    9
ol79-orcl-db01_ORCLCDB_132841,    738024,         0,2832984852,              1,05,VM_OUT_BYTES                                                    ,                32385,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    9
ol79-orcl-db01_ORCLCDB_132841,    738024,         0,2832984852,              1,05,NUM_CPU_CORES                                                   ,                32385,                   16,                   16,                   16,                   16,                   16,                   16,                   16,                   16,                   16,                   16,                  144,                    9
ol79-orcl-db01_ORCLCDB_132841,    738024,         0,2832984852,              1,05,NUM_CPU_SOCKETS                                                 ,                32385,                    2,                    2,                    2,                    2,                    2,                    2,                    2,                    2,                    2,                    2,                   18,                    9
ol79-orcl-db01_ORCLCDB_132841,    738024,         0,2832984852,              1,05,SWAP_FREE_BYTES                                                 ,                32385,          12897480704,          12897480704,          12897480704,          12897480704,          12897480704,          12897480704,          12897480704,          12897480704,          12897480704,          12897480704,         116077326336,                    9
ol79-orcl-db01_ORCLCDB_132841,    738024,         0,2832984852,              1,05,FREE_MEMORY_BYTES                                               ,                32385,         124442427847,         123698429952,         124404072448,         124404072448,         124653203456,         124860927181,         124893513318,         124926099456,         123698429952,         124926099456,        1119981850624,                    9
ol79-orcl-db01_ORCLCDB_132841,    738024,         0,2832984852,              1,05,TCP_SEND_SIZE_MAX                                               ,                32385,              4194304,              4194304,              4194304,              4194304,              4194304,              4194304,              4194304,              4194304,              4194304,              4194304,             37748736,                    9
ol79-orcl-db01_ORCLCDB_132841,    738024,         0,2832984852,              1,05,TCP_SEND_SIZE_MIN                                               ,                32385,                 4096,                 4096,                 4096,                 4096,                 4096,                 4096,                 4096,                 4096,                 4096,                 4096,                36864,                    9
ol79-orcl-db01_ORCLCDB_132841,    738024,         0,2832984852,              1,05,GLOBAL_SEND_SIZE_MAX                                            ,                32385,              1048576,              1048576,              1048576,              1048576,              1048576,              1048576,              1048576,              1048576,              1048576,              1048576,              9437184,                    9
ol79-orcl-db01_ORCLCDB_132841,    738024,         0,2832984852,              1,05,TCP_RECEIVE_SIZE_MAX                                            ,                32385,              6291456,              6291456,              6291456,              6291456,              6291456,              6291456,              6291456,              6291456,              6291456,              6291456,             56623104,                    9
ol79-orcl-db01_ORCLCDB_132841,    738024,         0,2832984852,              1,05,TCP_RECEIVE_SIZE_MIN                                            ,                32385,                 4096,                 4096,                 4096,                 4096,                 4096,                 4096,                 4096,                 4096,                 4096,                 4096,                36864,                    9
ol79-orcl-db01_ORCLCDB_132841,    738024,         0,2832984852,              1,05,INACTIVE_MEMORY_BYTES                                           ,                32385,           3396970724,           3299721216,           3339452416,           3339452416,           3374923776,           3487144346,           3666939085,           3846733824,           3299721216,           3846733824,          30572736512,                    9
ol79-orcl-db01_ORCLCDB_132841,    738024,         0,2832984852,              1,05,PHYSICAL_MEMORY_BYTES                                           ,                32385,         134543233024,         134543233024,         134543233024,         134543233024,         134543233024,         134543233024,         134543233024,         134543233024,         134543233024,         134543233024,        1210889097216,                    9
ol79-orcl-db01_ORCLCDB_132841,    738024,         0,2832984852,              1,05,TCP_SEND_SIZE_DEFAULT                                           ,                32385,                16384,                16384,                16384,                16384,                16384,                16384,                16384,                16384,                16384,                16384,               147456,                    9
ol79-orcl-db01_ORCLCDB_132841,    738024,         0,2832984852,              1,05,RSRC_MGR_CPU_WAIT_TIME                                          ,                32385,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    9
ol79-orcl-db01_ORCLCDB_132841,    738024,         0,2832984852,              1,05,GLOBAL_RECEIVE_SIZE_MAX                                         ,                32385,              4194304,              4194304,              4194304,              4194304,              4194304,              4194304,              4194304,              4194304,              4194304,              4194304,             37748736,                    9
ol79-orcl-db01_ORCLCDB_132841,    738024,         0,2832984852,              1,05,TCP_RECEIVE_SIZE_DEFAULT                                        ,                32385,               131072,               131072,               131072,               131072,               131072,               131072,               131072,               131072,               131072,               131072,              1179648,                    9
ol79-orcl-db01_ORCLCDB_132841,    738024,         0,2832984852,              1,06,LOAD                                                            ,                32446,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    9
ol79-orcl-db01_ORCLCDB_132841,    738024,         0,2832984852,              1,06,NUM_CPUS                                                        ,                32446,                   32,                   32,                   32,                   32,                   32,                   32,                   32,                   32,                   32,                   32,                  288,                    9
ol79-orcl-db01_ORCLCDB_132841,    738024,         0,2832984852,              1,06,SYS_TIME                                                        ,                32446,              1464933,               914679,              1458740,              1458740,              1734164,              1917761,              1979636,              2041511,               914679,              2041511,             13184401,                    9
ol79-orcl-db01_ORCLCDB_132841,    738024,         0,2832984852,              1,06,BUSY_TIME                                                       ,                32446,              2994050,              1872737,              2984661,              2984661,              3548762,              3919584,              4044066,              4168548,              1872737,              4168548,             26946450,                    9
ol79-orcl-db01_ORCLCDB_132841,    738024,         0,2832984852,              1,06,IDLE_TIME                                                       ,                32446,           2883722938,           1779387584,           2883657267,           2883657267,           3435919122,           3767156008,           3877570077,           3987984146,           1779387584,           3987984146,          25953506438,                    9
ol79-orcl-db01_ORCLCDB_132841,    738024,         0,2832984852,              1,06,NICE_TIME                                                       ,                32446,                   52,                   36,                   53,                   53,                   60,                   65,                   66,                   68,                   36,                   68,                  468,                    9
ol79-orcl-db01_ORCLCDB_132841,    738024,         0,2832984852,              1,06,USER_TIME                                                       ,                32446,               820977,               514099,               821240,               821240,               977285,              1075587,              1108890,              1142193,               514099,              1142193,              7388793,                    9
ol79-orcl-db01_ORCLCDB_132841,    738024,         0,2832984852,              1,06,IOWAIT_TIME                                                     ,                32446,               163571,               100103,               166357,               166357,               195444,               210930,               215975,               221020,               100103,               221020,              1472136,                    9
ol79-orcl-db01_ORCLCDB_132841,    738024,         0,2832984852,              1,06,VM_IN_BYTES                                                     ,                32446,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    9
ol79-orcl-db01_ORCLCDB_132841,    738024,         0,2832984852,              1,06,VM_OUT_BYTES                                                    ,                32446,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    9
ol79-orcl-db01_ORCLCDB_132841,    738024,         0,2832984852,              1,06,NUM_CPU_CORES                                                   ,                32446,                   16,                   16,                   16,                   16,                   16,                   16,                   16,                   16,                   16,                   16,                  144,                    9
ol79-orcl-db01_ORCLCDB_132841,    738024,         0,2832984852,              1,06,NUM_CPU_SOCKETS                                                 ,                32446,                    2,                    2,                    2,                    2,                    2,                    2,                    2,                    2,                    2,                    2,                   18,                    9
ol79-orcl-db01_ORCLCDB_132841,    738024,         0,2832984852,              1,06,SWAP_FREE_BYTES                                                 ,                32446,          12897480704,          12897480704,          12897480704,          12897480704,          12897480704,          12897480704,          12897480704,          12897480704,          12897480704,          12897480704,         116077326336,                    9
ol79-orcl-db01_ORCLCDB_132841,    738024,         0,2832984852,              1,06,FREE_MEMORY_BYTES                                               ,                32446,         124451723492,         123699920896,         124401827840,         124401827840,         124644556800,         124857686426,         124891491533,         124925296640,         123699920896,         124925296640,        1120065511424,                    9
ol79-orcl-db01_ORCLCDB_132841,    738024,         0,2832984852,              1,06,TCP_SEND_SIZE_MAX                                               ,                32446,              4194304,              4194304,              4194304,              4194304,              4194304,              4194304,              4194304,              4194304,              4194304,              4194304,             37748736,                    9
ol79-orcl-db01_ORCLCDB_132841,    738024,         0,2832984852,              1,06,TCP_SEND_SIZE_MIN                                               ,                32446,                 4096,                 4096,                 4096,                 4096,                 4096,                 4096,                 4096,                 4096,                 4096,                 4096,                36864,                    9
ol79-orcl-db01_ORCLCDB_132841,    738024,         0,2832984852,              1,06,GLOBAL_SEND_SIZE_MAX                                            ,                32446,              1048576,              1048576,              1048576,              1048576,              1048576,              1048576,              1048576,              1048576,              1048576,              1048576,              9437184,                    9
ol79-orcl-db01_ORCLCDB_132841,    738024,         0,2832984852,              1,06,TCP_RECEIVE_SIZE_MAX                                            ,                32446,              6291456,              6291456,              6291456,              6291456,              6291456,              6291456,              6291456,              6291456,              6291456,              6291456,             56623104,                    9
ol79-orcl-db01_ORCLCDB_132841,    738024,         0,2832984852,              1,06,TCP_RECEIVE_SIZE_MIN                                            ,                32446,                 4096,                 4096,                 4096,                 4096,                 4096,                 4096,                 4096,                 4096,                 4096,                 4096,                36864,                    9
ol79-orcl-db01_ORCLCDB_132841,    738024,         0,2832984852,              1,06,INACTIVE_MEMORY_BYTES                                           ,                32446,           3397349831,           3299516416,           3339571200,           3339571200,           3375239168,           3487494963,           3667483034,           3847471104,           3299516416,           3847471104,          30576148480,                    9
ol79-orcl-db01_ORCLCDB_132841,    738024,         0,2832984852,              1,06,PHYSICAL_MEMORY_BYTES                                           ,                32446,         134543233024,         134543233024,         134543233024,         134543233024,         134543233024,         134543233024,         134543233024,         134543233024,         134543233024,         134543233024,        1210889097216,                    9
ol79-orcl-db01_ORCLCDB_132841,    738024,         0,2832984852,              1,06,TCP_SEND_SIZE_DEFAULT                                           ,                32446,                16384,                16384,                16384,                16384,                16384,                16384,                16384,                16384,                16384,                16384,               147456,                    9
ol79-orcl-db01_ORCLCDB_132841,    738024,         0,2832984852,              1,06,RSRC_MGR_CPU_WAIT_TIME                                          ,                32446,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    9
ol79-orcl-db01_ORCLCDB_132841,    738024,         0,2832984852,              1,06,GLOBAL_RECEIVE_SIZE_MAX                                         ,                32446,              4194304,              4194304,              4194304,              4194304,              4194304,              4194304,              4194304,              4194304,              4194304,              4194304,             37748736,                    9
ol79-orcl-db01_ORCLCDB_132841,    738024,         0,2832984852,              1,06,TCP_RECEIVE_SIZE_DEFAULT                                        ,                32446,               131072,               131072,               131072,               131072,               131072,               131072,               131072,               131072,               131072,               131072,              1179648,                    9
ol79-orcl-db01_ORCLCDB_132841,    738024,         0,2832984852,              1,07,LOAD                                                            ,                32386,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    9
ol79-orcl-db01_ORCLCDB_132841,    738024,         0,2832984852,              1,07,NUM_CPUS                                                        ,                32386,                   32,                   32,                   32,                   32,                   32,                   32,                   32,                   32,                   32,                   32,                  288,                    9
ol79-orcl-db01_ORCLCDB_132841,    738024,         0,2832984852,              1,07,SYS_TIME                                                        ,                32386,              1470697,               920301,              1464521,              1464521,              1739841,              1923639,              1985930,              2048221,               920301,              2048221,             13236270,                    9
ol79-orcl-db01_ORCLCDB_132841,    738024,         0,2832984852,              1,07,BUSY_TIME                                                       ,                32386,              3005424,              1883682,              2996588,              2996588,              3559977,              3931082,              4056241,              4181400,              1883682,              4181400,             27048812,                    9
ol79-orcl-db01_ORCLCDB_132841,    738024,         0,2832984852,              1,07,IDLE_TIME                                                       ,                32386,           2895221507,           1790926512,           2895199096,           2895199096,           3447459934,           3778696489,           3889111066,           3999525644,           1790926512,           3999525644,          26056993566,                    9
ol79-orcl-db01_ORCLCDB_132841,    738024,         0,2832984852,              1,07,NICE_TIME                                                       ,                32386,                   52,                   36,                   53,                   53,                   60,                   65,                   66,                   68,                   36,                   68,                  468,                    9
ol79-orcl-db01_ORCLCDB_132841,    738024,         0,2832984852,              1,07,USER_TIME                                                       ,                32386,               823818,               516770,               824509,               824509,               980043,              1078420,              1111801,              1145181,               516770,              1145181,              7414359,                    9
ol79-orcl-db01_ORCLCDB_132841,    738024,         0,2832984852,              1,07,IOWAIT_TIME                                                     ,                32386,               164140,               100730,               167149,               167149,               195867,               211374,               216457,               221539,               100730,               221539,              1477261,                    9
ol79-orcl-db01_ORCLCDB_132841,    738024,         0,2832984852,              1,07,VM_IN_BYTES                                                     ,                32386,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    9
ol79-orcl-db01_ORCLCDB_132841,    738024,         0,2832984852,              1,07,VM_OUT_BYTES                                                    ,                32386,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    9
ol79-orcl-db01_ORCLCDB_132841,    738024,         0,2832984852,              1,07,NUM_CPU_CORES                                                   ,                32386,                   16,                   16,                   16,                   16,                   16,                   16,                   16,                   16,                   16,                   16,                  144,                    9
ol79-orcl-db01_ORCLCDB_132841,    738024,         0,2832984852,              1,07,NUM_CPU_SOCKETS                                                 ,                32386,                    2,                    2,                    2,                    2,                    2,                    2,                    2,                    2,                    2,                    2,                   18,                    9
ol79-orcl-db01_ORCLCDB_132841,    738024,         0,2832984852,              1,07,SWAP_FREE_BYTES                                                 ,                32386,          12897480704,          12897480704,          12897480704,          12897480704,          12897480704,          12897480704,          12897480704,          12897480704,          12897480704,          12897480704,         116077326336,                    9
ol79-orcl-db01_ORCLCDB_132841,    738024,         0,2832984852,              1,07,FREE_MEMORY_BYTES                                               ,                32386,         124464165774,         123700555776,         124444573696,         124444573696,         124651110400,         124857063834,         124887854285,         124918644736,         123700555776,         124918644736,        1120177491968,                    9
ol79-orcl-db01_ORCLCDB_132841,    738024,         0,2832984852,              1,07,TCP_SEND_SIZE_MAX                                               ,                32386,              4194304,              4194304,              4194304,              4194304,              4194304,              4194304,              4194304,              4194304,              4194304,              4194304,             37748736,                    9
ol79-orcl-db01_ORCLCDB_132841,    738024,         0,2832984852,              1,07,TCP_SEND_SIZE_MIN                                               ,                32386,                 4096,                 4096,                 4096,                 4096,                 4096,                 4096,                 4096,                 4096,                 4096,                 4096,                36864,                    9
ol79-orcl-db01_ORCLCDB_132841,    738024,         0,2832984852,              1,07,GLOBAL_SEND_SIZE_MAX                                            ,                32386,              1048576,              1048576,              1048576,              1048576,              1048576,              1048576,              1048576,              1048576,              1048576,              1048576,              9437184,                    9
ol79-orcl-db01_ORCLCDB_132841,    738024,         0,2832984852,              1,07,TCP_RECEIVE_SIZE_MAX                                            ,                32386,              6291456,              6291456,              6291456,              6291456,              6291456,              6291456,              6291456,              6291456,              6291456,              6291456,             56623104,                    9
ol79-orcl-db01_ORCLCDB_132841,    738024,         0,2832984852,              1,07,TCP_RECEIVE_SIZE_MIN                                            ,                32386,                 4096,                 4096,                 4096,                 4096,                 4096,                 4096,                 4096,                 4096,                 4096,                 4096,                36864,                    9
ol79-orcl-db01_ORCLCDB_132841,    738024,         0,2832984852,              1,07,INACTIVE_MEMORY_BYTES                                           ,                32386,           3397704818,           3299811328,           3341856768,           3341856768,           3375370240,           3487660442,           3667274957,           3846889472,           3299811328,           3846889472,          30579343360,                    9
ol79-orcl-db01_ORCLCDB_132841,    738024,         0,2832984852,              1,07,PHYSICAL_MEMORY_BYTES                                           ,                32386,         134543233024,         134543233024,         134543233024,         134543233024,         134543233024,         134543233024,         134543233024,         134543233024,         134543233024,         134543233024,        1210889097216,                    9
ol79-orcl-db01_ORCLCDB_132841,    738024,         0,2832984852,              1,07,TCP_SEND_SIZE_DEFAULT                                           ,                32386,                16384,                16384,                16384,                16384,                16384,                16384,                16384,                16384,                16384,                16384,               147456,                    9
ol79-orcl-db01_ORCLCDB_132841,    738024,         0,2832984852,              1,07,RSRC_MGR_CPU_WAIT_TIME                                          ,                32386,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    9
ol79-orcl-db01_ORCLCDB_132841,    738024,         0,2832984852,              1,07,GLOBAL_RECEIVE_SIZE_MAX                                         ,                32386,              4194304,              4194304,              4194304,              4194304,              4194304,              4194304,              4194304,              4194304,              4194304,              4194304,             37748736,                    9
ol79-orcl-db01_ORCLCDB_132841,    738024,         0,2832984852,              1,07,TCP_RECEIVE_SIZE_DEFAULT                                        ,                32386,               131072,               131072,               131072,               131072,               131072,               131072,               131072,               131072,               131072,               131072,              1179648,                    9
ol79-orcl-db01_ORCLCDB_132841,    738024,         0,2832984852,              1,08,LOAD                                                            ,                32507,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    9
ol79-orcl-db01_ORCLCDB_132841,    738024,         0,2832984852,              1,08,NUM_CPUS                                                        ,                32507,                   32,                   32,                   32,                   32,                   32,                   32,                   32,                   32,                   32,                   32,                  288,                    9
ol79-orcl-db01_ORCLCDB_132841,    738024,         0,2832984852,              1,08,SYS_TIME                                                        ,                32507,              1476487,               925905,              1470297,              1470297,              1745503,              1929656,              1992256,              2054856,               925905,              2054856,             13288386,                    9
ol79-orcl-db01_ORCLCDB_132841,    738024,         0,2832984852,              1,08,BUSY_TIME                                                       ,                32507,              3017120,              1894618,              3008729,              3008729,              3571257,              3942951,              4068543,              4194135,              1894618,              4194135,             27154081,                    9
ol79-orcl-db01_ORCLCDB_132841,    738024,         0,2832984852,              1,08,IDLE_TIME                                                       ,                32507,           2906762960,           1802465825,           2906740931,           2906740931,           3459001574,           3790237705,           3900651976,           4011066247,           1802465825,           4011066247,          26160866637,                    9
ol79-orcl-db01_ORCLCDB_132841,    738024,         0,2832984852,              1,08,NICE_TIME                                                       ,                32507,                   52,                   36,                   53,                   53,                   60,                   65,                   66,                   68,                   36,                   68,                  468,                    9
ol79-orcl-db01_ORCLCDB_132841,    738024,         0,2832984852,              1,08,USER_TIME                                                       ,                32507,               826906,               519427,               827923,               827923,               982834,              1081426,              1114796,              1148166,               519427,              1148166,              7442153,                    9
ol79-orcl-db01_ORCLCDB_132841,    738024,         0,2832984852,              1,08,IOWAIT_TIME                                                     ,                32507,               164771,               101400,               167817,               167817,               196401,               211979,               217001,               222023,               101400,               222023,              1482939,                    9
ol79-orcl-db01_ORCLCDB_132841,    738024,         0,2832984852,              1,08,VM_IN_BYTES                                                     ,                32507,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    9
ol79-orcl-db01_ORCLCDB_132841,    738024,         0,2832984852,              1,08,VM_OUT_BYTES                                                    ,                32507,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    9
ol79-orcl-db01_ORCLCDB_132841,    738024,         0,2832984852,              1,08,NUM_CPU_CORES                                                   ,                32507,                   16,                   16,                   16,                   16,                   16,                   16,                   16,                   16,                   16,                   16,                  144,                    9
ol79-orcl-db01_ORCLCDB_132841,    738024,         0,2832984852,              1,08,NUM_CPU_SOCKETS                                                 ,                32507,                    2,                    2,                    2,                    2,                    2,                    2,                    2,                    2,                    2,                    2,                   18,                    9
ol79-orcl-db01_ORCLCDB_132841,    738024,         0,2832984852,              1,08,SWAP_FREE_BYTES                                                 ,                32507,          12897480704,          12897480704,          12897480704,          12897480704,          12897480704,          12897480704,          12897480704,          12897480704,          12897480704,          12897480704,         116077326336,                    9
ol79-orcl-db01_ORCLCDB_132841,    738024,         0,2832984852,              1,08,FREE_MEMORY_BYTES                                               ,                32507,         124451196473,         123696230400,         124429692928,         124429692928,         124646187008,         124834863514,         124873821389,         124912779264,         123696230400,         124912779264,        1120060768256,                    9
ol79-orcl-db01_ORCLCDB_132841,    738024,         0,2832984852,              1,08,TCP_SEND_SIZE_MAX                                               ,                32507,              4194304,              4194304,              4194304,              4194304,              4194304,              4194304,              4194304,              4194304,              4194304,              4194304,             37748736,                    9
ol79-orcl-db01_ORCLCDB_132841,    738024,         0,2832984852,              1,08,TCP_SEND_SIZE_MIN                                               ,                32507,                 4096,                 4096,                 4096,                 4096,                 4096,                 4096,                 4096,                 4096,                 4096,                 4096,                36864,                    9
ol79-orcl-db01_ORCLCDB_132841,    738024,         0,2832984852,              1,08,GLOBAL_SEND_SIZE_MAX                                            ,                32507,              1048576,              1048576,              1048576,              1048576,              1048576,              1048576,              1048576,              1048576,              1048576,              1048576,              9437184,                    9
ol79-orcl-db01_ORCLCDB_132841,    738024,         0,2832984852,              1,08,TCP_RECEIVE_SIZE_MAX                                            ,                32507,              6291456,              6291456,              6291456,              6291456,              6291456,              6291456,              6291456,              6291456,              6291456,              6291456,             56623104,                    9
ol79-orcl-db01_ORCLCDB_132841,    738024,         0,2832984852,              1,08,TCP_RECEIVE_SIZE_MIN                                            ,                32507,                 4096,                 4096,                 4096,                 4096,                 4096,                 4096,                 4096,                 4096,                 4096,                 4096,                36864,                    9
ol79-orcl-db01_ORCLCDB_132841,    738024,         0,2832984852,              1,08,INACTIVE_MEMORY_BYTES                                           ,                32507,           3396765468,           3300147200,           3341996032,           3341996032,           3375669248,           3488858112,           3668017152,           3847176192,           3300147200,           3847176192,          30570889216,                    9
ol79-orcl-db01_ORCLCDB_132841,    738024,         0,2832984852,              1,08,PHYSICAL_MEMORY_BYTES                                           ,                32507,         134543233024,         134543233024,         134543233024,         134543233024,         134543233024,         134543233024,         134543233024,         134543233024,         134543233024,         134543233024,        1210889097216,                    9
ol79-orcl-db01_ORCLCDB_132841,    738024,         0,2832984852,              1,08,TCP_SEND_SIZE_DEFAULT                                           ,                32507,                16384,                16384,                16384,                16384,                16384,                16384,                16384,                16384,                16384,                16384,               147456,                    9
ol79-orcl-db01_ORCLCDB_132841,    738024,         0,2832984852,              1,08,RSRC_MGR_CPU_WAIT_TIME                                          ,                32507,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    9
ol79-orcl-db01_ORCLCDB_132841,    738024,         0,2832984852,              1,08,GLOBAL_RECEIVE_SIZE_MAX                                         ,                32507,              4194304,              4194304,              4194304,              4194304,              4194304,              4194304,              4194304,              4194304,              4194304,              4194304,             37748736,                    9
ol79-orcl-db01_ORCLCDB_132841,    738024,         0,2832984852,              1,08,TCP_RECEIVE_SIZE_DEFAULT                                        ,                32507,               131072,               131072,               131072,               131072,               131072,               131072,               131072,               131072,               131072,               131072,              1179648,                    9
