
PKEY                         ,    CON_ID,      DBID,INSTANCE_NUMBER,HO,METRIC_NAME                                                     ,METRIC_UNIT                                                     ,            AVG_VALUE,           MODE_VALUE,         MEDIAN_VALUE,            MIN_VALUE,            MAX_VALUE,            SUM_VALUE,               PERC50,               PERC75,               PERC90,               PERC95,              PERC100
ol79-orcl-db01_ORCLCDB_132841,         1,2832984852,              1,00,Average Active Sessions                                         ,Active Sessions                                                 ,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0
ol79-orcl-db01_ORCLCDB_132841,         1,2832984852,              1,01,Average Active Sessions                                         ,Active Sessions                                                 ,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0
ol79-orcl-db01_ORCLCDB_132841,         1,2832984852,              1,02,Average Active Sessions                                         ,Active Sessions                                                 ,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0
ol79-orcl-db01_ORCLCDB_132841,         1,2832984852,              1,03,Average Active Sessions                                         ,Active Sessions                                                 ,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0
ol79-orcl-db01_ORCLCDB_132841,         1,2832984852,              1,04,Average Active Sessions                                         ,Active Sessions                                                 ,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0
ol79-orcl-db01_ORCLCDB_132841,         1,2832984852,              1,05,Average Active Sessions                                         ,Active Sessions                                                 ,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0
ol79-orcl-db01_ORCLCDB_132841,         1,2832984852,              1,06,Average Active Sessions                                         ,Active Sessions                                                 ,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0
ol79-orcl-db01_ORCLCDB_132841,         1,2832984852,              1,07,Average Active Sessions                                         ,Active Sessions                                                 ,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0
ol79-orcl-db01_ORCLCDB_132841,         1,2832984852,              1,08,Average Active Sessions                                         ,Active Sessions                                                 ,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0
ol79-orcl-db01_ORCLCDB_132841,         1,2832984852,              1,09,Average Active Sessions                                         ,Active Sessions                                                 ,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0
ol79-orcl-db01_ORCLCDB_132841,         1,2832984852,              1,10,Average Active Sessions                                         ,Active Sessions                                                 ,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0
ol79-orcl-db01_ORCLCDB_132841,         1,2832984852,              1,11,Average Active Sessions                                         ,Active Sessions                                                 ,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0
ol79-orcl-db01_ORCLCDB_132841,         1,2832984852,              1,12,Average Active Sessions                                         ,Active Sessions                                                 ,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0
ol79-orcl-db01_ORCLCDB_132841,         1,2832984852,              1,13,Average Active Sessions                                         ,Active Sessions                                                 ,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0
ol79-orcl-db01_ORCLCDB_132841,         1,2832984852,              1,14,Average Active Sessions                                         ,Active Sessions                                                 ,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0
ol79-orcl-db01_ORCLCDB_132841,         1,2832984852,              1,15,Average Active Sessions                                         ,Active Sessions                                                 ,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0
ol79-orcl-db01_ORCLCDB_132841,         1,2832984852,              1,16,Average Active Sessions                                         ,Active Sessions                                                 ,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0
ol79-orcl-db01_ORCLCDB_132841,         1,2832984852,              1,17,Average Active Sessions                                         ,Active Sessions                                                 ,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0
ol79-orcl-db01_ORCLCDB_132841,         1,2832984852,              1,18,Average Active Sessions                                         ,Active Sessions                                                 ,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0
ol79-orcl-db01_ORCLCDB_132841,         1,2832984852,              1,19,Average Active Sessions                                         ,Active Sessions                                                 ,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0
ol79-orcl-db01_ORCLCDB_132841,         1,2832984852,              1,20,Average Active Sessions                                         ,Active Sessions                                                 ,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0
ol79-orcl-db01_ORCLCDB_132841,         1,2832984852,              1,21,Average Active Sessions                                         ,Active Sessions                                                 ,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0
ol79-orcl-db01_ORCLCDB_132841,         1,2832984852,              1,22,Average Active Sessions                                         ,Active Sessions                                                 ,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0
ol79-orcl-db01_ORCLCDB_132841,         1,2832984852,              1,23,Average Active Sessions                                         ,Active Sessions                                                 ,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0
ol79-orcl-db01_ORCLCDB_132841,         1,2832984852,              1,00,Average Synchronous Single-Block Read Latency                   ,Milliseconds                                                    ,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0
ol79-orcl-db01_ORCLCDB_132841,         1,2832984852,              1,01,Average Synchronous Single-Block Read Latency                   ,Milliseconds                                                    ,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0
ol79-orcl-db01_ORCLCDB_132841,         1,2832984852,              1,02,Average Synchronous Single-Block Read Latency                   ,Milliseconds                                                    ,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0
ol79-orcl-db01_ORCLCDB_132841,         1,2832984852,              1,03,Average Synchronous Single-Block Read Latency                   ,Milliseconds                                                    ,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0
ol79-orcl-db01_ORCLCDB_132841,         1,2832984852,              1,04,Average Synchronous Single-Block Read Latency                   ,Milliseconds                                                    ,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0
ol79-orcl-db01_ORCLCDB_132841,         1,2832984852,              1,05,Average Synchronous Single-Block Read Latency                   ,Milliseconds                                                    ,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0
ol79-orcl-db01_ORCLCDB_132841,         1,2832984852,              1,06,Average Synchronous Single-Block Read Latency                   ,Milliseconds                                                    ,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0
ol79-orcl-db01_ORCLCDB_132841,         1,2832984852,              1,07,Average Synchronous Single-Block Read Latency                   ,Milliseconds                                                    ,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0
ol79-orcl-db01_ORCLCDB_132841,         1,2832984852,              1,08,Average Synchronous Single-Block Read Latency                   ,Milliseconds                                                    ,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0
ol79-orcl-db01_ORCLCDB_132841,         1,2832984852,              1,09,Average Synchronous Single-Block Read Latency                   ,Milliseconds                                                    ,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0
ol79-orcl-db01_ORCLCDB_132841,         1,2832984852,              1,10,Average Synchronous Single-Block Read Latency                   ,Milliseconds                                                    ,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0
ol79-orcl-db01_ORCLCDB_132841,         1,2832984852,              1,11,Average Synchronous Single-Block Read Latency                   ,Milliseconds                                                    ,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0
ol79-orcl-db01_ORCLCDB_132841,         1,2832984852,              1,12,Average Synchronous Single-Block Read Latency                   ,Milliseconds                                                    ,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0
ol79-orcl-db01_ORCLCDB_132841,         1,2832984852,              1,13,Average Synchronous Single-Block Read Latency                   ,Milliseconds                                                    ,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0
ol79-orcl-db01_ORCLCDB_132841,         1,2832984852,              1,14,Average Synchronous Single-Block Read Latency                   ,Milliseconds                                                    ,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0
ol79-orcl-db01_ORCLCDB_132841,         1,2832984852,              1,15,Average Synchronous Single-Block Read Latency                   ,Milliseconds                                                    ,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0
ol79-orcl-db01_ORCLCDB_132841,         1,2832984852,              1,16,Average Synchronous Single-Block Read Latency                   ,Milliseconds                                                    ,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0
ol79-orcl-db01_ORCLCDB_132841,         1,2832984852,              1,17,Average Synchronous Single-Block Read Latency                   ,Milliseconds                                                    ,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0
ol79-orcl-db01_ORCLCDB_132841,         1,2832984852,              1,18,Average Synchronous Single-Block Read Latency                   ,Milliseconds                                                    ,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0
ol79-orcl-db01_ORCLCDB_132841,         1,2832984852,              1,19,Average Synchronous Single-Block Read Latency                   ,Milliseconds                                                    ,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0
ol79-orcl-db01_ORCLCDB_132841,         1,2832984852,              1,20,Average Synchronous Single-Block Read Latency                   ,Milliseconds                                                    ,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0
ol79-orcl-db01_ORCLCDB_132841,         1,2832984852,              1,21,Average Synchronous Single-Block Read Latency                   ,Milliseconds                                                    ,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0
ol79-orcl-db01_ORCLCDB_132841,         1,2832984852,              1,22,Average Synchronous Single-Block Read Latency                   ,Milliseconds                                                    ,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0
ol79-orcl-db01_ORCLCDB_132841,         1,2832984852,              1,23,Average Synchronous Single-Block Read Latency                   ,Milliseconds                                                    ,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0
ol79-orcl-db01_ORCLCDB_132841,         1,2832984852,              1,00,Background CPU Usage Per Sec                                    ,CentiSeconds Per Second                                         ,                    1,                    0,                    1,                    0,                    4,                  427,                    1,                    1,                    1,                    1,                    4
ol79-orcl-db01_ORCLCDB_132841,         1,2832984852,              1,01,Background CPU Usage Per Sec                                    ,CentiSeconds Per Second                                         ,                    1,                    0,                    1,                    0,                    2,                  394,                    1,                    1,                    1,                    1,                    2
ol79-orcl-db01_ORCLCDB_132841,         1,2832984852,              1,02,Background CPU Usage Per Sec                                    ,CentiSeconds Per Second                                         ,                    1,                    0,                    1,                    0,                    2,                  381,                    1,                    1,                    1,                    1,                    2
ol79-orcl-db01_ORCLCDB_132841,         1,2832984852,              1,03,Background CPU Usage Per Sec                                    ,CentiSeconds Per Second                                         ,                    1,                    0,                    1,                    0,                    2,                  372,                    1,                    1,                    1,                    1,                    2
ol79-orcl-db01_ORCLCDB_132841,         1,2832984852,              1,04,Background CPU Usage Per Sec                                    ,CentiSeconds Per Second                                         ,                    1,                    0,                    1,                    0,                    2,                  360,                    1,                    1,                    1,                    1,                    2
ol79-orcl-db01_ORCLCDB_132841,         1,2832984852,              1,05,Background CPU Usage Per Sec                                    ,CentiSeconds Per Second                                         ,                    1,                    0,                    1,                    0,                   35,                  421,                    1,                    1,                    1,                    1,                   35
ol79-orcl-db01_ORCLCDB_132841,         1,2832984852,              1,06,Background CPU Usage Per Sec                                    ,CentiSeconds Per Second                                         ,                    1,                    0,                    1,                    0,                   52,                  442,                    1,                    1,                    1,                    1,                   52
ol79-orcl-db01_ORCLCDB_132841,         1,2832984852,              1,07,Background CPU Usage Per Sec                                    ,CentiSeconds Per Second                                         ,                    1,                    0,                    1,                    0,                    2,                  362,                    1,                    1,                    1,                    1,                    2
ol79-orcl-db01_ORCLCDB_132841,         1,2832984852,              1,08,Background CPU Usage Per Sec                                    ,CentiSeconds Per Second                                         ,                    1,                    0,                    1,                    0,                   20,                  414,                    1,                    1,                    1,                    1,                   20
ol79-orcl-db01_ORCLCDB_132841,         1,2832984852,              1,09,Background CPU Usage Per Sec                                    ,CentiSeconds Per Second                                         ,                    1,                    0,                    1,                    0,                    2,                  386,                    1,                    1,                    1,                    1,                    2
ol79-orcl-db01_ORCLCDB_132841,         1,2832984852,              1,10,Background CPU Usage Per Sec                                    ,CentiSeconds Per Second                                         ,                    1,                    0,                    1,                    0,                   24,                  404,                    1,                    1,                    1,                    1,                   24
ol79-orcl-db01_ORCLCDB_132841,         1,2832984852,              1,11,Background CPU Usage Per Sec                                    ,CentiSeconds Per Second                                         ,                    1,                    0,                    1,                    0,                    2,                  364,                    1,                    1,                    1,                    1,                    2
ol79-orcl-db01_ORCLCDB_132841,         1,2832984852,              1,12,Background CPU Usage Per Sec                                    ,CentiSeconds Per Second                                         ,                    1,                    0,                    1,                    0,                    2,                  378,                    1,                    1,                    1,                    1,                    2
ol79-orcl-db01_ORCLCDB_132841,         1,2832984852,              1,13,Background CPU Usage Per Sec                                    ,CentiSeconds Per Second                                         ,                    1,                    1,                    1,                    1,                    2,                  333,                    1,                    1,                    1,                    1,                    2
ol79-orcl-db01_ORCLCDB_132841,         1,2832984852,              1,14,Background CPU Usage Per Sec                                    ,CentiSeconds Per Second                                         ,                    1,                    0,                    1,                    0,                   26,                  389,                    1,                    1,                    1,                    1,                   26
ol79-orcl-db01_ORCLCDB_132841,         1,2832984852,              1,15,Background CPU Usage Per Sec                                    ,CentiSeconds Per Second                                         ,                    1,                    0,                    1,                    0,                    2,                  341,                    1,                    1,                    1,                    1,                    2
ol79-orcl-db01_ORCLCDB_132841,         1,2832984852,              1,16,Background CPU Usage Per Sec                                    ,CentiSeconds Per Second                                         ,                    1,                    0,                    1,                    0,                    2,                  341,                    1,                    1,                    1,                    1,                    2
ol79-orcl-db01_ORCLCDB_132841,         1,2832984852,              1,17,Background CPU Usage Per Sec                                    ,CentiSeconds Per Second                                         ,                    1,                    0,                    1,                    0,                    2,                  347,                    1,                    1,                    1,                    1,                    2
ol79-orcl-db01_ORCLCDB_132841,         1,2832984852,              1,18,Background CPU Usage Per Sec                                    ,CentiSeconds Per Second                                         ,                    1,                    1,                    1,                    1,                   20,                  383,                    1,                    1,                    1,                    1,                   20
ol79-orcl-db01_ORCLCDB_132841,         1,2832984852,              1,19,Background CPU Usage Per Sec                                    ,CentiSeconds Per Second                                         ,                    1,                    1,                    1,                    0,                    2,                  334,                    1,                    1,                    1,                    1,                    2
ol79-orcl-db01_ORCLCDB_132841,         1,2832984852,              1,20,Background CPU Usage Per Sec                                    ,CentiSeconds Per Second                                         ,                    1,                    0,                    1,                    0,                    2,                  347,                    1,                    1,                    1,                    1,                    2
ol79-orcl-db01_ORCLCDB_132841,         1,2832984852,              1,21,Background CPU Usage Per Sec                                    ,CentiSeconds Per Second                                         ,                    1,                    0,                    1,                    0,                   36,                  544,                    1,                    1,                    1,                    1,                   36
ol79-orcl-db01_ORCLCDB_132841,         1,2832984852,              1,22,Background CPU Usage Per Sec                                    ,CentiSeconds Per Second                                         ,                    2,                    0,                    1,                    0,                   71,                  772,                    1,                    1,                    1,                    1,                   71
ol79-orcl-db01_ORCLCDB_132841,         1,2832984852,              1,23,Background CPU Usage Per Sec                                    ,CentiSeconds Per Second                                         ,                    1,                    0,                    1,                    0,                    2,                  350,                    1,                    1,                    1,                    1,                    2
ol79-orcl-db01_ORCLCDB_132841,         1,2832984852,              1,00,CPU Usage Per Sec                                               ,CentiSeconds Per Second                                         ,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0
ol79-orcl-db01_ORCLCDB_132841,         1,2832984852,              1,01,CPU Usage Per Sec                                               ,CentiSeconds Per Second                                         ,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0
ol79-orcl-db01_ORCLCDB_132841,         1,2832984852,              1,02,CPU Usage Per Sec                                               ,CentiSeconds Per Second                                         ,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0
ol79-orcl-db01_ORCLCDB_132841,         1,2832984852,              1,03,CPU Usage Per Sec                                               ,CentiSeconds Per Second                                         ,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0
ol79-orcl-db01_ORCLCDB_132841,         1,2832984852,              1,04,CPU Usage Per Sec                                               ,CentiSeconds Per Second                                         ,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0
ol79-orcl-db01_ORCLCDB_132841,         1,2832984852,              1,05,CPU Usage Per Sec                                               ,CentiSeconds Per Second                                         ,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0
ol79-orcl-db01_ORCLCDB_132841,         1,2832984852,              1,06,CPU Usage Per Sec                                               ,CentiSeconds Per Second                                         ,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0
ol79-orcl-db01_ORCLCDB_132841,         1,2832984852,              1,07,CPU Usage Per Sec                                               ,CentiSeconds Per Second                                         ,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0
ol79-orcl-db01_ORCLCDB_132841,         1,2832984852,              1,08,CPU Usage Per Sec                                               ,CentiSeconds Per Second                                         ,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0
ol79-orcl-db01_ORCLCDB_132841,         1,2832984852,              1,09,CPU Usage Per Sec                                               ,CentiSeconds Per Second                                         ,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0
ol79-orcl-db01_ORCLCDB_132841,         1,2832984852,              1,10,CPU Usage Per Sec                                               ,CentiSeconds Per Second                                         ,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0
ol79-orcl-db01_ORCLCDB_132841,         1,2832984852,              1,11,CPU Usage Per Sec                                               ,CentiSeconds Per Second                                         ,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0
ol79-orcl-db01_ORCLCDB_132841,         1,2832984852,              1,12,CPU Usage Per Sec                                               ,CentiSeconds Per Second                                         ,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0
ol79-orcl-db01_ORCLCDB_132841,         1,2832984852,              1,13,CPU Usage Per Sec                                               ,CentiSeconds Per Second                                         ,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0
ol79-orcl-db01_ORCLCDB_132841,         1,2832984852,              1,14,CPU Usage Per Sec                                               ,CentiSeconds Per Second                                         ,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0
ol79-orcl-db01_ORCLCDB_132841,         1,2832984852,              1,15,CPU Usage Per Sec                                               ,CentiSeconds Per Second                                         ,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0
ol79-orcl-db01_ORCLCDB_132841,         1,2832984852,              1,16,CPU Usage Per Sec                                               ,CentiSeconds Per Second                                         ,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0
ol79-orcl-db01_ORCLCDB_132841,         1,2832984852,              1,17,CPU Usage Per Sec                                               ,CentiSeconds Per Second                                         ,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0
ol79-orcl-db01_ORCLCDB_132841,         1,2832984852,              1,18,CPU Usage Per Sec                                               ,CentiSeconds Per Second                                         ,                    0,                    0,                    0,                    0,                   15,                   15,                    0,                    0,                    0,                    0,                   15
ol79-orcl-db01_ORCLCDB_132841,         1,2832984852,              1,19,CPU Usage Per Sec                                               ,CentiSeconds Per Second                                         ,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0
ol79-orcl-db01_ORCLCDB_132841,         1,2832984852,              1,20,CPU Usage Per Sec                                               ,CentiSeconds Per Second                                         ,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0
ol79-orcl-db01_ORCLCDB_132841,         1,2832984852,              1,21,CPU Usage Per Sec                                               ,CentiSeconds Per Second                                         ,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0
ol79-orcl-db01_ORCLCDB_132841,         1,2832984852,              1,22,CPU Usage Per Sec                                               ,CentiSeconds Per Second                                         ,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0
ol79-orcl-db01_ORCLCDB_132841,         1,2832984852,              1,23,CPU Usage Per Sec                                               ,CentiSeconds Per Second                                         ,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0,                    0
ol79-orcl-db01_ORCLCDB_132841,         1,2832984852,              1,00,DB Block Changes Per Txn                                        ,Blocks Per Txn                                                  ,                  115,                    0,                    0,                    0,                 2627,                62129,                    0,                   49,                  116,                  723,                 2627
ol79-orcl-db01_ORCLCDB_132841,         1,2832984852,              1,01,DB Block Changes Per Txn                                        ,Blocks Per Txn                                                  ,                   63,                    0,                    0,                    0,                 1767,                33865,                    0,                   38,                   98,                  205,                 1767
ol79-orcl-db01_ORCLCDB_132841,         1,2832984852,              1,02,DB Block Changes Per Txn                                        ,Blocks Per Txn                                                  ,                   73,                    0,                    0,                    0,                 8519,                39605,                    0,                   37,                  100,                  228,                 8519
ol79-orcl-db01_ORCLCDB_132841,         1,2832984852,              1,03,DB Block Changes Per Txn                                        ,Blocks Per Txn                                                  ,                   49,                    0,                    0,                    0,                 1113,                26278,                    0,                   37,                   93,                  147,                 1113
ol79-orcl-db01_ORCLCDB_132841,         1,2832984852,              1,04,DB Block Changes Per Txn                                        ,Blocks Per Txn                                                  ,                   48,                    0,                    0,                    0,                 1088,                26137,                    0,                   37,                   87,                  177,                 1088
