
PKEY                         ,   INST_ID,    CON_ID,NAME                                                                            ,VALUE                                                       ,DEFAULT_VALUE                 ,ISDEFA
ol79-orcl-db01_ORCLCDB_132841,         1,         1,inmemory_adg_enabled                                                            ,TRUE                                                        ,TRUE                          ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,db_flashback_retention_target                                                   ,1440                                                        ,1440                          ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,data_transfer_cache_size                                                        ,0                                                           ,0                             ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,enable_imc_with_mira                                                            ,FALSE                                                       ,FALSE                         ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,adg_account_info_tracking                                                       ,LOCAL                                                       ,LOCAL                         ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,adg_redirect_dml                                                                ,FALSE                                                       ,FALSE                         ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,dml_locks                                                                       ,8588                                                        ,                              ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,replication_dependency_tracking                                                 ,TRUE                                                        ,TRUE                          ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,transactions                                                                    ,2147                                                        ,                              ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,transactions_per_rollback_segment                                               ,5                                                           ,5                             ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,temp_undo_enabled                                                               ,FALSE                                                       ,FALSE                         ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,rollback_segments                                                               ,                                                            ,                              ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,undo_management                                                                 ,AUTO                                                        ,AUTO                          ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,undo_tablespace                                                                 ,UNDOTBS1                                                    ,NONE                          ,FALSE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,undo_retention                                                                  ,900                                                         ,900                           ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,fast_start_parallel_rollback                                                    ,LOW                                                         ,LOW                           ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,resumable_timeout                                                               ,0                                                           ,0                             ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,instance_number                                                                 ,0                                                           ,0                             ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,heat_map                                                                        ,OFF                                                         ,OFF                           ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,inmemory_size                                                                   ,0                                                           ,0                             ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,inmemory_xmem_size                                                              ,0                                                           ,0                             ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,inmemory_prefer_xmem_memcompress                                                ,                                                            ,NONE                          ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,inmemory_prefer_xmem_priority                                                   ,                                                            ,NONE                          ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,allow_rowid_column_type                                                         ,FALSE                                                       ,FALSE                         ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,db_block_checking                                                               ,FALSE                                                       ,FALSE                         ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,recyclebin                                                                      ,on                                                          ,on                            ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,db_index_compression_inheritance                                                ,NONE                                                        ,NONE                          ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,db_securefile                                                                   ,PREFERRED                                                   ,PERMITTED                     ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,inmemory_clause_default                                                         ,                                                            ,NONE                          ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,inmemory_force                                                                  ,DEFAULT                                                     ,DEFAULT                       ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,inmemory_query                                                                  ,ENABLE                                                      ,ENABLE                        ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,inmemory_expressions_usage                                                      ,ENABLE                                                      ,ENABLE                        ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,inmemory_virtual_columns                                                        ,MANUAL                                                      ,MANUAL                        ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,inmemory_max_populate_servers                                                   ,0                                                           ,65535                         ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,inmemory_trickle_repopulate_servers_percent                                     ,1                                                           ,1                             ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,inmemory_optimized_arithmetic                                                   ,DISABLE                                                     ,DISABLE                       ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,inmemory_automatic_level                                                        ,OFF                                                         ,OFF                           ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,create_stored_outlines                                                          ,                                                            ,                              ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,serial_reuse                                                                    ,disable                                                     ,disable                       ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,ldap_directory_access                                                           ,NONE                                                        ,NONE                          ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,ldap_directory_sysauth                                                          ,no                                                          ,no                            ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,os_roles                                                                        ,FALSE                                                       ,FALSE                         ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,rdbms_server_dn                                                                 ,                                                            ,NONE                          ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,remote_os_authent                                                               ,FALSE                                                       ,FALSE                         ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,remote_os_roles                                                                 ,FALSE                                                       ,FALSE                         ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,sec_case_sensitive_logon                                                        ,TRUE                                                        ,TRUE                          ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,remote_login_passwordfile                                                       ,EXCLUSIVE                                                   ,exclusive                     ,FALSE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,license_max_users                                                               ,0                                                           ,0                             ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,audit_sys_operations                                                            ,TRUE                                                        ,TRUE                          ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,DBFIPS_140                                                                      ,FALSE                                                       ,FALSE                         ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,one_step_plugin_for_pdb_with_tde                                                ,FALSE                                                       ,FALSE                         ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,external_keystore_credential_location                                           ,                                                            ,NONE                          ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,unified_audit_sga_queue_size                                                    ,1048576                                                     ,1048576                       ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,wallet_root                                                                     ,                                                            ,NONE                          ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,tde_configuration                                                               ,                                                            ,NONE                          ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,db_domain                                                                       ,                                                            ,                              ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,global_names                                                                    ,FALSE                                                       ,FALSE                         ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,distributed_lock_timeout                                                        ,60                                                          ,60                            ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,commit_point_strength                                                           ,1                                                           ,1                             ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,global_txn_processes                                                            ,1                                                           ,1                             ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,instance_name                                                                   ,ORCLCDB                                                     ,                              ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,dispatchers                                                                     ,(PROTOCOL=TCP) (SERVICE=ORCLCDBXDB)                         ,                              ,FALSE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,shared_servers                                                                  ,1                                                           ,4294967294                    ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,max_shared_servers                                                              ,                                                            ,                              ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,max_dispatchers                                                                 ,                                                            ,                              ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,circuits                                                                        ,                                                            ,                              ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,shared_server_sessions                                                          ,                                                            ,                              ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,use_dedicated_broker                                                            ,FALSE                                                       ,TRUE                          ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,connection_brokers                                                              ,((TYPE=DEDICATED)(BROKERS=1))/ ((TYPE=EMON)(BROKERS=1))     ,                              ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,local_listener                                                                  ,(ADDRESS = (PROTOCOL = TCP)(HOST = ol79-orcl-db01.c.eri-dbs-,                              ,FALSE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,forward_listener                                                                ,                                                            ,                              ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,remote_listener                                                                 ,                                                            ,                              ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,listener_networks                                                               ,                                                            ,                              ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,cursor_space_for_time                                                           ,FALSE                                                       ,FALSE                         ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,session_cached_cursors                                                          ,50                                                          ,50                            ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,remote_dependencies_mode                                                        ,TIMESTAMP                                                   ,timestamp                     ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,smtp_out_server                                                                 ,                                                            ,                              ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,plsql_v2_compatibility                                                          ,FALSE                                                       ,FALSE                         ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,plsql_warnings                                                                  ,DISABLE:ALL                                                 ,NONE                          ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,plsql_code_type                                                                 ,INTERPRETED                                                 ,INTERPRETED                   ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,plsql_debug                                                                     ,FALSE                                                       ,FALSE                         ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,plsql_optimize_level                                                            ,2                                                           ,2                             ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,plsql_ccflags                                                                   ,                                                            ,NONE                          ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,plscope_settings                                                                ,IDENTIFIERS:NONE                                            ,IDENTIFIERS:NONE              ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,permit_92_wrap_format                                                           ,TRUE                                                        ,TRUE                          ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,java_jit_enabled                                                                ,TRUE                                                        ,TRUE                          ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,java_restrict                                                                   ,none                                                        ,none                          ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,job_queue_processes                                                             ,488                                                         ,4000                          ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,scheduler_follow_pdbtz                                                          ,FALSE                                                       ,FALSE                         ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,parallel_min_percent                                                            ,0                                                           ,0                             ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,create_bitmap_area_size                                                         ,8388608                                                     ,8388608                       ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,bitmap_merge_area_size                                                          ,1048576                                                     ,1048576                       ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,cursor_sharing                                                                  ,EXACT                                                       ,EXACT                         ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,result_cache_mode                                                               ,MANUAL                                                      ,MANUAL                        ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,parallel_min_servers                                                            ,64                                                          ,0                             ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,parallel_max_servers                                                            ,640                                                         ,                              ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,parallel_instance_group                                                         ,                                                            ,NONE                          ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,parallel_execution_message_size                                                 ,16384                                                       ,                              ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,hash_area_size                                                                  ,131072                                                      ,0                             ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,private_temp_table_prefix                                                       ,ORA$PTT_                                                    ,ORA$PTT_                      ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,result_cache_max_size                                                           ,13172736                                                    ,1                             ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,result_cache_max_result                                                         ,5                                                           ,5                             ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,result_cache_remote_expiration                                                  ,0                                                           ,0                             ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,shadow_core_dump                                                                ,partial                                                     ,partial                       ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,background_core_dump                                                            ,partial                                                     ,partial                       ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,background_dump_dest                                                            ,/opt/oracle/product/19c/dbhome_1/rdbms/log                  ,$ORACLE_BASE/admin/@/bdump    ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,user_dump_dest                                                                  ,/opt/oracle/product/19c/dbhome_1/rdbms/log                  ,$ORACLE_BASE/admin/@/udump    ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,core_dump_dest                                                                  ,/opt/oracle/diag/rdbms/orclcdb/ORCLCDB/cdump                ,$ORACLE_BASE/admin/@/cdump    ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,audit_file_dest                                                                 ,/opt/oracle/admin/ORCLCDB/adump                             ,$ORACLE_BASE/admin/@/adump    ,FALSE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,audit_syslog_level                                                              ,                                                            ,                              ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,unified_audit_systemlog                                                         ,                                                            ,                              ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,unified_audit_common_systemlog                                                  ,                                                            ,                              ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,resource_manage_goldengate                                                      ,FALSE                                                       ,FALSE                         ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,object_cache_optimal_size                                                       ,10240000                                                    ,10240000                      ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,object_cache_max_size_percent                                                   ,10                                                          ,10                            ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,lob_signature_enable                                                            ,FALSE                                                       ,FALSE                         ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,session_max_open_files                                                          ,10                                                          ,10                            ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,open_links                                                                      ,4                                                           ,4                             ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,open_links_per_instance                                                         ,4                                                           ,4                             ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,commit_write                                                                    ,                                                            ,                              ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,commit_wait                                                                     ,                                                            ,                              ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,commit_logging                                                                  ,                                                            ,                              ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,optimizer_features_enable                                                       ,19.1.0                                                      ,19.1.0                        ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,fixed_date                                                                      ,                                                            ,NONE                          ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,audit_trail                                                                     ,DB                                                          ,none                          ,FALSE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,sort_area_size                                                                  ,65536                                                       ,65536                         ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,sort_area_retained_size                                                         ,0                                                           ,0                             ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,cell_offload_processing                                                         ,TRUE                                                        ,TRUE                          ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,cell_offload_decryption                                                         ,TRUE                                                        ,TRUE                          ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,cell_offload_parameters                                                         ,                                                            ,NONE                          ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,cell_offload_compaction                                                         ,ADAPTIVE                                                    ,ADAPTIVE                      ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,cell_offload_plan_display                                                       ,AUTO                                                        ,AUTO                          ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,db_name                                                                         ,ORCLCDB                                                     ,NONE                          ,FALSE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,db_unique_name                                                                  ,ORCLCDB                                                     ,NONE                          ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,open_cursors                                                                    ,300                                                         ,50                            ,FALSE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,ifile                                                                           ,                                                            ,                              ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,sql_trace                                                                       ,FALSE                                                       ,FALSE                         ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,os_authent_prefix                                                               ,ops$                                                        ,ops$                          ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,optimizer_mode                                                                  ,ALL_ROWS                                                    ,all_rows                      ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,sql92_security                                                                  ,TRUE                                                        ,TRUE                          ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,blank_trimming                                                                  ,FALSE                                                       ,FALSE                         ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,star_transformation_enabled                                                     ,FALSE                                                       ,FALSE                         ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,parallel_degree_policy                                                          ,MANUAL                                                      ,MANUAL                        ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,parallel_adaptive_multi_user                                                    ,FALSE                                                       ,FALSE                         ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,parallel_threads_per_cpu                                                        ,1                                                           ,1                             ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,optimizer_index_cost_adj                                                        ,100                                                         ,100                           ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,optimizer_index_caching                                                         ,0                                                           ,0                             ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,query_rewrite_enabled                                                           ,TRUE                                                        ,true                          ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,query_rewrite_integrity                                                         ,enforced                                                    ,enforced                      ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,pga_aggregate_target                                                            ,6689914880                                                  ,0                             ,FALSE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,workarea_size_policy                                                            ,AUTO                                                        ,AUTO                          ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,optimizer_dynamic_sampling                                                      ,2                                                           ,2                             ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,statistics_level                                                                ,TYPICAL                                                     ,TYPICAL                       ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,cursor_bind_capture_destination                                                 ,memory+disk                                                 ,memory+disk                   ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,skip_unusable_indexes                                                           ,TRUE                                                        ,TRUE                          ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,optimizer_ignore_hints                                                          ,FALSE                                                       ,FALSE                         ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,optimizer_secure_view_merging                                                   ,TRUE                                                        ,TRUE                          ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,ddl_lock_timeout                                                                ,0                                                           ,0                             ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,deferred_segment_creation                                                       ,TRUE                                                        ,TRUE                          ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,optimizer_use_pending_statistics                                                ,FALSE                                                       ,FALSE                         ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,optimizer_capture_sql_plan_baselines                                            ,FALSE                                                       ,FALSE                         ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,optimizer_use_sql_plan_baselines                                                ,TRUE                                                        ,TRUE                          ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,parallel_min_time_threshold                                                     ,AUTO                                                        ,AUTO                          ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,parallel_degree_limit                                                           ,CPU                                                         ,CPU                           ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,parallel_force_local                                                            ,FALSE                                                       ,FALSE                         ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,optimizer_use_invisible_indexes                                                 ,FALSE                                                       ,FALSE                         ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,dst_upgrade_insert_conv                                                         ,TRUE                                                        ,TRUE                          ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,parallel_servers_target                                                         ,640                                                         ,0                             ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,max_string_size                                                                 ,STANDARD                                                    ,STANDARD                      ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,optimizer_adaptive_reporting_only                                               ,FALSE                                                       ,FALSE                         ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,optimizer_adaptive_plans                                                        ,TRUE                                                        ,TRUE                          ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,optimizer_inmemory_aware                                                        ,TRUE                                                        ,TRUE                          ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,cursor_invalidation                                                             ,IMMEDIATE                                                   ,IMMEDIATE                     ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,approx_for_aggregation                                                          ,FALSE                                                       ,FALSE                         ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,approx_for_count_distinct                                                       ,FALSE                                                       ,FALSE                         ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,approx_for_percentile                                                           ,none                                                        ,none                          ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,optimizer_adaptive_statistics                                                   ,FALSE                                                       ,FALSE                         ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,optimizer_ignore_parallel_hints                                                 ,FALSE                                                       ,FALSE                         ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,parallel_min_degree                                                             ,1                                                           ,1                             ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,sec_protocol_error_trace_action                                                 ,TRACE                                                       ,TRACE                         ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,sec_protocol_error_further_action                                               ,(DROP/3)                                                    ,(DROP/3)                      ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,sec_max_failed_login_attempts                                                   ,3                                                           ,3                             ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,sec_return_server_release_banner                                                ,FALSE                                                       ,FALSE                         ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,enable_ddl_logging                                                              ,FALSE                                                       ,FALSE                         ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,client_result_cache_size                                                        ,0                                                           ,0                             ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,client_result_cache_lag                                                         ,3000                                                        ,3000                          ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,outbound_dblink_protocols                                                       ,ALL                                                         ,ALL                           ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,allow_global_dblinks                                                            ,FALSE                                                       ,FALSE                         ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,client_statistics_level                                                         ,TYPICAL                                                     ,TYPICAL                       ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,aq_tm_processes                                                                 ,1                                                           ,1                             ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,hs_autoregister                                                                 ,TRUE                                                        ,TRUE                          ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,xml_db_events                                                                   ,enable                                                      ,enable                        ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,dg_broker_start                                                                 ,FALSE                                                       ,FALSE                         ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,dg_broker_config_file1                                                          ,/opt/oracle/product/19c/dbhome_1/dbs/dr1ORCLCDB.dat         ,                              ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,dg_broker_config_file2                                                          ,/opt/oracle/product/19c/dbhome_1/dbs/dr2ORCLCDB.dat         ,                              ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,olap_page_pool_size                                                             ,0                                                           ,0                             ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,asm_diskstring                                                                  ,                                                            ,                              ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,asm_preferred_read_failure_groups                                               ,                                                            ,                              ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,control_management_pack_access                                                  ,DIAGNOSTIC+TUNING                                           ,DIAGNOSTIC+TUNING             ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,awr_pdb_autoflush_enabled                                                       ,FALSE                                                       ,FALSE                         ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,awr_pdb_max_parallel_slaves                                                     ,10                                                          ,10                            ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,awr_snapshot_time_offset                                                        ,0                                                           ,0                             ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,sqltune_category                                                                ,DEFAULT                                                     ,DEFAULT                       ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,autotask_max_active_pdbs                                                        ,2                                                           ,2                             ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,enable_automatic_maintenance_pdb                                                ,TRUE                                                        ,TRUE                          ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,spatial_vector_acceleration                                                     ,FALSE                                                       ,FALSE                         ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,diagnostic_dest                                                                 ,/opt/oracle                                                 ,?#/log                        ,FALSE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,tracefile_identifier                                                            ,                                                            ,                              ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,max_dump_file_size                                                              ,unlimited                                                   ,unlimited                     ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,trace_enabled                                                                   ,TRUE                                                        ,TRUE                          ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,cell_offloadgroup_name                                                          ,                                                            ,                              ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,enable_pluggable_database                                                       ,TRUE                                                        ,FALSE                         ,FALSE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,pdb_os_credential                                                               ,                                                            ,                              ,TRUE
ol79-orcl-db01_ORCLCDB_132841,         1,         1,pdb_file_name_convert                                                           ,                                                            ,                              ,TRUE
