
PKEY                         ,    CON_ID,NAME                                                                  ,CURRE,DETECTED_USAGES,TOTAL_SAMPLES,FIRST_USAGE   ,LAST_USAGE    , AUX_COUNT
ol79-orcl-db01_ORCLCDB_132841,         1,Transparent Data Encryption                                           ,FALSE,              0,           17,              ,              ,
ol79-orcl-db01_ORCLCDB_132841,         1,Transparent Gateway                                                   ,FALSE,              0,           17,              ,              ,
ol79-orcl-db01_ORCLCDB_132841,         1,Transparent Sensitive Data Protection                                 ,FALSE,              0,           17,              ,              ,
ol79-orcl-db01_ORCLCDB_132841,         1,Transportable Tablespace                                              ,FALSE,              0,           17,              ,              ,
ol79-orcl-db01_ORCLCDB_132841,         1,Tune MView                                                            ,FALSE,              0,           17,              ,              ,
ol79-orcl-db01_ORCLCDB_132841,         1,Undo Advisor                                                          ,FALSE,              0,           17,              ,              ,
ol79-orcl-db01_ORCLCDB_132841,         1,Unified Audit                                                         ,TRUE ,             17,           17,01/15/21 21:56,05/08/21 08:18,         0
ol79-orcl-db01_ORCLCDB_132841,         1,Very Large Memory                                                     ,FALSE,              0,           17,              ,              ,
ol79-orcl-db01_ORCLCDB_132841,         1,Virtual Private Database (VPD)                                        ,FALSE,              0,           17,              ,              ,
ol79-orcl-db01_ORCLCDB_132841,         1,Workspace Manager                                                     ,FALSE,              0,           17,              ,              ,
ol79-orcl-db01_ORCLCDB_132841,         1,XDB                                                                   ,FALSE,              0,           17,              ,              ,
ol79-orcl-db01_ORCLCDB_132841,         1,XStream In                                                            ,FALSE,              0,           17,              ,              ,
ol79-orcl-db01_ORCLCDB_132841,         1,XStream Out                                                           ,FALSE,              0,           17,              ,              ,
ol79-orcl-db01_ORCLCDB_132841,         1,XStream Streams                                                       ,FALSE,              0,           17,              ,              ,
ol79-orcl-db01_ORCLCDB_132841,         1,ZFS Storage                                                           ,FALSE,              0,           17,              ,              ,
ol79-orcl-db01_ORCLCDB_132841,         1,Zone maps                                                             ,FALSE,              0,           17,              ,              ,
ol79-orcl-db01_ORCLCDB_132841,         1,cx_Oracle                                                             ,FALSE,              0,           17,              ,              ,
ol79-orcl-db01_ORCLCDB_132841,         1,node-oraceldb                                                         ,FALSE,              0,           17,              ,              ,
